chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,106,小样本与高维特征,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Python data preprocessing materials dataset workflow | 贝叶斯定理 先验 后验 概率图示 小样本与高维特征 | Bayes Python data preprocessing materials dataset workflow diagram,算法流程,algorithm_diagram,小样本与高维特征的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,107,外推风险,yes,1,not_found,,,,,,,,,,,,,,,Python data preprocessing materials dataset workflow 外推风险 concept diagram open educational resource | Python 数据处理 材料数据预处理 外推风险 教学示意图 | Python data preprocessing materials dataset workflow concept diagram diagram,概念示意,schematic,外推风险的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,109,数据划分与重复样本问题,yes,1,not_found,,,,,,,,,,,,,,,Python data preprocessing materials dataset workflow 数据划分与重复样本问题 concept diagram open educational resource | Python 数据处理 材料数据预处理 数据划分与重复样本问题 教学示意图 | Python data preprocessing materials dataset workflow concept diagram diagram,概念示意,schematic,数据划分与重复样本问题的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,111,模型评估指标与数据质量,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram Python data preprocessing materials dataset workflow | 机器学习流程 特征工程 模型训练 评估 示意图 模型评估指标与数据质量 | SVM KNN Python data preprocessing materials dataset workflow diagram,算法流程,flowchart,模型评估指标与数据质量的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,112,数据处理日志,yes,1,not_found,,,,,,,,,,,,,,,Python data preprocessing materials dataset workflow 数据处理日志 concept diagram open educational resource | Python 数据处理 材料数据预处理 数据处理日志 教学示意图 | Python data preprocessing materials dataset workflow concept diagram diagram,概念示意,schematic,数据处理日志的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,113,可复现的数据预处理函数,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 可复现的数据预处理函数 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,可复现的数据预处理函数的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,114,数据质量检查清单,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 数据质量检查清单 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,数据质量检查清单的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,116,综合案例：合金硬度数据预处理流程,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 综合案例：合金硬度数据预处理流程 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,综合案例：合金硬度数据预处理流程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,117,案例背景,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 案例背景 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,案例背景的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,118,第一步：读取与检查,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 第一步：读取与检查 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,第一步：读取与检查的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,121,第四步：缺失值处理,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 第四步：缺失值处理 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,第四步：缺失值处理的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,122,第五步：异常值识别,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 第五步：异常值识别 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,第五步：异常值识别的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,123,第六步：派生特征与保存,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 第六步：派生特征与保存 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,第六步：派生特征与保存的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,125,本章知识结构回顾,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 本章知识结构回顾 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,本章知识结构回顾的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,126,本章关键概念速记,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 本章关键概念速记 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,本章关键概念速记的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,127,课堂讨论题,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image Python data preprocessing materials dataset workflow | 材料显微组织识别 图像 课堂讨论题 | microstructure SEM EBSD Python data preprocessing materials dataset workflow diagram,材料组织,microscopy,课堂讨论题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,128,本章简单Python编程作业,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 本章简单Python编程作业 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,本章简单Python编程作业的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,129,作业具体要求,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 作业具体要求 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,作业具体要求的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,130,作业参考代码框架,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram Python data preprocessing materials dataset workflow | Python Pandas 数据预处理 数据清洗 流程图 作业参考代码框架 | Pandas NumPy CSV Python data preprocessing materials dataset workflow diagram,数据流程,flowchart,作业参考代码框架的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,131,作业评价标准,yes,1,not_found,,,,,,,,,,,,,,,Python data preprocessing materials dataset workflow 作业评价标准 concept diagram open educational resource | Python 数据处理 材料数据预处理 作业评价标准 教学示意图 | Python data preprocessing materials dataset workflow concept diagram diagram,概念示意,schematic,作业评价标准的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch02,第2章_Python数据处理与材料数据预处理_100页_Marp.md,132,第2章结束 ,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Python data preprocessing materials dataset workflow | 贝叶斯定理 先验 后验 概率图示 第2章结束 | Bayes Python data preprocessing materials dataset workflow diagram,算法流程,algorithm_diagram,第2章结束 的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,1,第3章 贝叶斯定理与概率思维,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 第3章 贝叶斯定理与概率思维 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,第3章 贝叶斯定理与概率思维的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,4,为什么材料科学需要概率思维？,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image Bayes theorem probability inference diagram | 材料显微组织识别 图像 为什么材料科学需要概率思维？ | microstructure SEM EBSD Bayes theorem probability inference diagram diagram,材料组织,microscopy,为什么材料科学需要概率思维？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,5,本章知识地图,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 本章知识地图 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,本章知识地图的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,6,先给出一个直观例子,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 先给出一个直观例子 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,先给出一个直观例子的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,7,本章的基本符号,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 本章的基本符号 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,本章的基本符号的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,8,3.1 条件概率、全概率公式与贝叶斯定理,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.1 条件概率、全概率公式与贝叶斯定理 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1 条件概率、全概率公式与贝叶斯定理的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,9,3.1.1 从随机试验到样本空间,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image Bayes theorem probability inference diagram | 材料显微组织识别 图像 3.1.1 从随机试验到样本空间 | microstructure SEM EBSD Bayes theorem probability inference diagram diagram,材料组织,microscopy,3.1.1 从随机试验到样本空间的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,10,概率的三个基本性质,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 概率的三个基本性质 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,概率的三个基本性质的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,11,事件关系：交、并、补,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 事件关系：交、并、补 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,事件关系：交、并、补的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,12,3.1.2 联合概率：两个事件同时发生,yes,1,downloaded,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,77349,995,584,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1.2 联合概率：两个事件同时发生的教学示意图,底部横向流程图,,opened successfully
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,13,3.1.3 条件概率：已知一个事件后再判断,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1.3 条件概率：已知一个事件后再判断的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,14,条件概率的教学重点,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,条件概率的教学重点的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,15,3.1.4 乘法公式,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1.4 乘法公式的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,16,独立性：是否互相影响？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 独立性：是否互相影响？ | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,独立性：是否互相影响？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,17,3.1.5 全概率公式：把复杂事件分解,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.1.5 全概率公式：把复杂事件分解 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1.5 全概率公式：把复杂事件分解的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,18,全概率公式的材料解释,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 全概率公式的材料解释 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,全概率公式的材料解释的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,19,3.1.6 贝叶斯定理：反向概率更新,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.1.6 贝叶斯定理：反向概率更新 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.1.6 贝叶斯定理：反向概率更新的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,20,贝叶斯定理的四个组成部分,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 贝叶斯定理的四个组成部分 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,贝叶斯定理的四个组成部分的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,21,例1：缺陷检测中的基准概率,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 例1：缺陷检测中的基准概率 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,例1：缺陷检测中的基准概率的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,22,例1计算：阳性不等于一定有裂纹,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 例1计算：阳性不等于一定有裂纹 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,例1计算：阳性不等于一定有裂纹的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,23,用自然频数解释贝叶斯定理,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 用自然频数解释贝叶斯定理 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,用自然频数解释贝叶斯定理的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,24,课堂讨论：为什么人们容易误判？,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,课堂讨论：为什么人们容易误判？的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,26,3.2 先验、似然、后验与证据,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2 先验、似然、后验与证据的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,27,3.2.1 从事件假设到模型参数,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem probability inference diagram 3.2.1 从事件假设到模型参数 concept diagram open educational resource | 贝叶斯定理 概率推断 3.2.1 从事件假设到模型参数 教学示意图 | Bayes theorem probability inference diagram concept diagram diagram,概念示意,schematic,3.2.1 从事件假设到模型参数的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,29,3.2.3 贝叶斯参数推断公式,yes,1,reused_duplicate,E:\machine_learning\markdown\AI-BigData-Course-Add-Figs-0\assets\downloaded\ch03\text1\ch03_s012_r1_bayes-rule3.png,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,ch03_s012_r1_bayes-rule3.png,.png,,,,e55046f329227482914269168f94f7c269bd21650d52f14f91225fea9902d9cd,https://commons.wikimedia.org/wiki/File:Bayes-rule3.png,https://upload.wikimedia.org/wikipedia/commons/9/97/Bayes-rule3.png,Bayes-rule3,Editeur24,CC BY-SA 4.0,"Bayes-rule3, Editeur24, Wikimedia Commons, CC BY-SA 4.0",Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.3 贝叶斯参数推断公式的教学示意图,底部横向流程图,assets/downloaded/ch03/text1/ch03_s012_r1_bayes-rule3.png,reused by normalized URL duplicate
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,30,参数贝叶斯公式的解释,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 参数贝叶斯公式的解释 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,参数贝叶斯公式的解释的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,31,3.2.4 先验：把已有知识写成概率分布,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.2.4 先验：把已有知识写成概率分布 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.4 先验：把已有知识写成概率分布的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,32,常见先验分布,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 常见先验分布 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,常见先验分布的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,33,3.2.5 似然：数据如何支持参数,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 3.2.5 似然：数据如何支持参数 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,3.2.5 似然：数据如何支持参数的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,34,例2：正态误差下的回归似然,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 例2：正态误差下的回归似然 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,例2：正态误差下的回归似然的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch03,第3章_贝叶斯定理与概率思维_100页_Marp.md,35,对数似然与平方误差,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood Bayes theorem probability inference diagram | 贝叶斯定理 先验 后验 概率图示 对数似然与平方误差 | Bayes Bayes theorem probability inference diagram diagram,算法流程,algorithm_diagram,对数似然与平方误差的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
