chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,64,5.4 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.4 的学习任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.4 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,65,什么是多模态学习？,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 什么是多模态学习？ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,什么是多模态学习？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,66,为什么材料科学需要多模态？,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 为什么材料科学需要多模态？ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,为什么材料科学需要多模态？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,67,多模态融合的三种基本方式,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态融合的三种基本方式 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态融合的三种基本方式的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,69,中间融合：各模态先编码,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 中间融合：各模态先编码 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,中间融合：各模态先编码的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,70,后期融合：多个模型共同投票,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 后期融合：多个模型共同投票 | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,后期融合：多个模型共同投票的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,71,多模态对齐问题,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态对齐问题 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态对齐问题的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,72,嵌入表示：把不同模态放入统一空间,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 嵌入表示：把不同模态放入统一空间 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 嵌入表示：把不同模态放入统一空间 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,嵌入表示：把不同模态放入统一空间的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,73,对比学习的基本思想,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 对比学习的基本思想 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 对比学习的基本思想 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,对比学习的基本思想的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,74,多模态材料案例 1：图像 + 成分预测硬度,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 多模态材料案例 1：图像 + 成分预测硬度 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,多模态材料案例 1：图像 + 成分预测硬度的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,75,多模态材料案例 2：文本 + 图像建立知识库,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram deep learning microstructure recognition CNN architecture | 检索增强生成 RAG 向量数据库 知识图谱 流程图 多模态材料案例 2：文本 + 图像建立知识库 | RAG GraphRAG deep learning microstructure recognition CNN architecture diagram,数据流程,flowchart,多模态材料案例 2：文本 + 图像建立知识库的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,76,多模态材料案例 3：谱图 + 结构数据,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 多模态材料案例 3：谱图 + 结构数据 | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态材料案例 3：谱图 + 结构数据的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,77,多模态融合中的缺失模态,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design deep learning microstructure recognition CNN architecture | 材料信息学 CALPHAD 相图 高通量材料设计 多模态融合中的缺失模态 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,多模态融合中的缺失模态的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,78,Python示例：早期融合特征拼接,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 Python示例：早期融合特征拼接 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Python示例：早期融合特征拼接的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,79,多模态模型评价,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态模型评价 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态模型评价的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,80,多模态学习的风险,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态学习的风险 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态学习的风险的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,82,5.5 显微组织图像分类、分割与缺陷识别 ★,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.5 显微组织图像分类、分割与缺陷识别 ★ | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.5 显微组织图像分类、分割与缺陷识别 ★的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,83,5.5 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.5 的学习任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.5 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,84,分类、分割、检测的区别,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 分类、分割、检测的区别 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,分类、分割、检测的区别的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,85,显微组织分类：整体标签任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织分类：整体标签任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织分类：整体标签任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,86,显微组织分割：像素级识别,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织分割：像素级识别 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织分割：像素级识别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,87,U-Net：材料图像分割常用结构,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 U-Net：材料图像分割常用结构 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,U-Net：材料图像分割常用结构的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,88,分割评价指标：IoU,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割评价指标：IoU concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割评价指标：IoU 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割评价指标：IoU的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,89,分割评价指标：Dice 系数,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割评价指标：Dice 系数 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割评价指标：Dice 系数 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割评价指标：Dice 系数的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,90,缺陷检测：位置与类别任务,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 缺陷检测：位置与类别任务 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,缺陷检测：位置与类别任务的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,91,缺陷检测中的类别不平衡,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 缺陷检测中的类别不平衡 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 缺陷检测中的类别不平衡 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,缺陷检测中的类别不平衡的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,92,像素标注与弱监督,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 像素标注与弱监督 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,像素标注与弱监督的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,93,材料图像标注规范,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 材料图像标注规范 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 材料图像标注规范 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,材料图像标注规范的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,94,数据划分：按图像还是按试样？,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 数据划分：按图像还是按试样？ concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 数据划分：按图像还是按试样？ 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,数据划分：按图像还是按试样？的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,95,显微图像预处理步骤,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 显微图像预处理步骤 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 显微图像预处理步骤 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,显微图像预处理步骤的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,96,尺度信息：显微图像不可忽略,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 尺度信息：显微图像不可忽略 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 尺度信息：显微图像不可忽略 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,尺度信息：显微图像不可忽略的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,97,分类案例：热处理组织识别,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 分类案例：热处理组织识别 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,分类案例：热处理组织识别的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,98,分割案例：双相组织相分数计算,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 分割案例：双相组织相分数计算 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 分割案例：双相组织相分数计算 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,分割案例：双相组织相分数计算的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,99,缺陷识别案例：增材制造孔隙,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 缺陷识别案例：增材制造孔隙 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 缺陷识别案例：增材制造孔隙 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,缺陷识别案例：增材制造孔隙的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,101,Python示例：由掩膜计算面积分数,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram deep learning microstructure recognition CNN architecture | Python Pandas 数据预处理 数据清洗 流程图 Python示例：由掩膜计算面积分数 | Pandas NumPy CSV deep learning microstructure recognition CNN architecture diagram,数据流程,flowchart,Python示例：由掩膜计算面积分数的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,102,Python示例：简单连通区域统计,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram deep learning microstructure recognition CNN architecture | Python Pandas 数据预处理 数据清洗 流程图 Python示例：简单连通区域统计 | Pandas NumPy CSV deep learning microstructure recognition CNN architecture diagram,数据流程,flowchart,Python示例：简单连通区域统计的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,103,深度模型与传统图像处理的关系,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 深度模型与传统图像处理的关系 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,深度模型与传统图像处理的关系的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,104,组织识别模型部署前检查,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 组织识别模型部署前检查 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,组织识别模型部署前检查的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,106,5.6 深度模型的不确定性与可解释性,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 5.6 深度模型的不确定性与可解释性 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,5.6 深度模型的不确定性与可解释性的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,107,5.6 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 5.6 的学习任务 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,5.6 的学习任务的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,108,为什么深度模型需要不确定性？,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 为什么深度模型需要不确定性？ | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,为什么深度模型需要不确定性？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,109,两类不确定性,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 两类不确定性 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,两类不确定性的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,110,Softmax 概率的局限,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 Softmax 概率的局限 | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Softmax 概率的局限的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,111,校准：概率是否可信？,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 校准：概率是否可信？ | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,校准：概率是否可信？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,112,MC Dropout：近似估计模型不确定性,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 MC Dropout：近似估计模型不确定性 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,MC Dropout：近似估计模型不确定性的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,113,深度集成：多个模型共同判断,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 深度集成：多个模型共同判断 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,深度集成：多个模型共同判断的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,114,不确定性在显微组织识别中的用途,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 不确定性在显微组织识别中的用途 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,不确定性在显微组织识别中的用途的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,115,可解释性：模型依据什么判断？,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram deep learning microstructure recognition CNN architecture | 可信AI 数据安全 隐私 公平性 可解释性 示意图 可解释性：模型依据什么判断？ | 可信AI deep learning microstructure recognition CNN architecture diagram,安全合规案例,schematic,可解释性：模型依据什么判断？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,117,可解释性热力图的正确使用,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram deep learning microstructure recognition CNN architecture | 可信AI 数据安全 隐私 公平性 可解释性 示意图 可解释性热力图的正确使用 | 可信AI deep learning microstructure recognition CNN architecture diagram,安全合规案例,schematic,可解释性热力图的正确使用的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,118,数据偏差与模型解释,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram deep learning microstructure recognition CNN architecture | Python Pandas 数据预处理 数据清洗 流程图 数据偏差与模型解释 | Pandas NumPy CSV deep learning microstructure recognition CNN architecture diagram,数据流程,flowchart,数据偏差与模型解释的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,119,分布外样本：模型没见过的世界,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 分布外样本：模型没见过的世界 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,分布外样本：模型没见过的世界的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,120,主动学习：让不确定性指导标注,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 主动学习：让不确定性指导标注 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,主动学习：让不确定性指导标注的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,121,可信模型报告应包含什么？,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 可信模型报告应包含什么？ | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,可信模型报告应包含什么？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,124,本章知识图谱,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 本章知识图谱 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,本章知识图谱的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,125,本章重点公式回顾,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 本章重点公式回顾 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,本章重点公式回顾的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,126,编程作业：合成显微图像的分类,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 编程作业：合成显微图像的分类 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,编程作业：合成显微图像的分类的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
